reference,date,entity,account_code,account_name,category,description,debit,credit,currency,amount_kes
JNL/01193,2024-05-31,GCL,70000002,Rent & Utilities,Facilities,Rent & Utilities — Solar Connect Ltd,173250.18,0.0,KES,173250.18
JNL/01195,2024-05-31,GCL,70000004,Repairs & Maintenance,Maintenance,Repairs & Maintenance — Unity Bank,140300.84,0.0,KES,140300.84
JNL/01232,2024-06-05,GCL,60000003,COGS — Packaging,COGS,COGS — Packaging — 06/2024,283588.43,0.0,KES,283588.43
JNL/01231,2024-06-06,GCL,60000002,COGS — Processing Labour,COGS,COGS — Processing Labour — 06/2024,420916.37,0.0,KES,420916.37
JNL/01233,2024-06-11,GCL,70000001,Salaries & Wages,Payroll,Salaries & Wages — Frontier Legal,627135.75,0.0,KES,627135.75
JNL/01236,2024-06-12,GCL,70000004,Repairs & Maintenance,Maintenance,Repairs & Maintenance — GreenSeed Nurseries,130362.49,0.0,KES,130362.49
JNL/01234,2024-06-13,GCL,70000002,Rent & Utilities,Facilities,Rent & Utilities — Frontier Legal,205584.9,0.0,KES,205584.9
JNL/01237,2024-06-14,GCL,70000006,Professional Fees,Admin,Professional Fees — EcoMap Consultants,111798.88,0.0,KES,111798.88
JNL/01239,2024-06-14,GCL,70000008,Depreciation,Depreciation,Depreciation — Frontier Legal,134833.73,0.0,KES,134833.73
JNL/01235,2024-06-18,GCL,70000003,Logistics & Transport,Logistics,Logistics & Transport — SurveyTech Africa,288182.28,0.0,KES,288182.28
JNL/01228,2024-06-21,GCL,50000001,Revenue — Domestic Sales,Revenue,Domestic sales — ClimateBridge AG,0.0,3261249.45,KES,3261249.45
JNL/01238,2024-06-21,GCL,70000007,Bank Charges & FX,Finance,Bank Charges & FX — SurveyTech Africa,59318.93,0.0,KES,59318.93
JNL/01240,2024-06-25,GCL,70000009,Insurance,Admin,Insurance — Frontier Legal,75790.83,0.0,KES,75790.83
JNL/01230,2024-06-27,GCL,60000001,COGS — Raw Materials,COGS,COGS — Raw Materials — 06/2024,1154500.16,0.0,KES,1154500.16
JNL/01229,2024-06-28,GCL,50000003,Revenue — Carbon Credits,Revenue,Export/carbon revenue — Green Invest Fund,0.0,2162436.51,KES,2162436.51
JNL/01267,2024-07-01,GCL,50000001,Revenue — Domestic Sales,Revenue,Domestic sales — ClimateBridge AG,0.0,4049737.24,KES,4049737.24
JNL/01272,2024-07-02,GCL,70000001,Salaries & Wages,Payroll,Salaries & Wages — Frontier Legal,587496.95,0.0,KES,587496.95
JNL/01277,2024-07-02,GCL,70000007,Bank Charges & FX,Finance,Bank Charges & FX — EcoMap Consultants,70347.37,0.0,KES,70347.37
JNL/01269,2024-07-03,GCL,60000001,COGS — Raw Materials,COGS,COGS — Raw Materials — 07/2024,1279496.09,0.0,KES,1279496.09
JNL/01268,2024-07-04,GCL,50000003,Revenue — Carbon Credits,Revenue,Export/carbon revenue — Green Invest Fund,0.0,2931450.92,KES,2931450.92
JNL/01271,2024-07-05,GCL,60000003,COGS — Packaging,COGS,COGS — Packaging — 07/2024,317095.48,0.0,KES,317095.48
JNL/01274,2024-07-05,GCL,70000003,Logistics & Transport,Logistics,Logistics & Transport — Frontier Legal,309383.04,0.0,KES,309383.04
JNL/01275,2024-07-05,GCL,70000004,Repairs & Maintenance,Maintenance,Repairs & Maintenance — Solar Connect Ltd,137526.68,0.0,KES,137526.68
JNL/01278,2024-07-09,GCL,70000008,Depreciation,Depreciation,Depreciation — EcoMap Consultants,128348.44,0.0,KES,128348.44
JNL/01279,2024-07-10,GCL,70000009,Insurance,Admin,Insurance — Unity Bank,80029.11,0.0,KES,80029.11
JNL/01276,2024-07-12,GCL,70000006,Professional Fees,Admin,Professional Fees — GreenSeed Nurseries,121866.9,0.0,KES,121866.9
JNL/01273,2024-07-25,GCL,70000002,Rent & Utilities,Facilities,Rent & Utilities — EcoMap Consultants,182488.71,0.0,KES,182488.71
JNL/01270,2024-07-31,GCL,60000002,COGS — Processing Labour,COGS,COGS — Processing Labour — 07/2024,527831.02,0.0,KES,527831.02
JNL/01311,2024-08-01,GCL,60000002,COGS — Processing Labour,COGS,COGS — Processing Labour — 08/2024,505971.69,0.0,KES,505971.69
JNL/01312,2024-08-06,GCL,60000003,COGS — Packaging,COGS,COGS — Packaging — 08/2024,289550.89,0.0,KES,289550.89
JNL/01315,2024-08-06,GCL,70000003,Logistics & Transport,Logistics,Logistics & Transport — GreenSeed Nurseries,283781.7,0.0,KES,283781.7
JNL/01319,2024-08-06,GCL,70000008,Depreciation,Depreciation,Depreciation — Frontier Legal,138321.31,0.0,KES,138321.31
JNL/01313,2024-08-08,GCL,70000001,Salaries & Wages,Payroll,Salaries & Wages — EcoMap Consultants,651073.57,0.0,KES,651073.57
JNL/01314,2024-08-13,GCL,70000002,Rent & Utilities,Facilities,Rent & Utilities — Frontier Legal,181439.95,0.0,KES,181439.95
JNL/01310,2024-08-15,GCL,60000001,COGS — Raw Materials,COGS,COGS — Raw Materials — 08/2024,1347741.76,0.0,KES,1347741.76
JNL/01317,2024-08-15,GCL,70000006,Professional Fees,Admin,Professional Fees — EcoMap Consultants,99241.43,0.0,KES,99241.43
JNL/01316,2024-08-20,GCL,70000004,Repairs & Maintenance,Maintenance,Repairs & Maintenance — Frontier Legal,115050.18,0.0,KES,115050.18
JNL/01309,2024-08-26,GCL,50000003,Revenue — Carbon Credits,Revenue,Export/carbon revenue — Green Invest Fund,0.0,2833856.04,KES,2833856.04
JNL/01320,2024-08-27,GCL,70000009,Insurance,Admin,Insurance — Solar Connect Ltd,83762.7,0.0,KES,83762.7
JNL/01318,2024-08-28,GCL,70000007,Bank Charges & FX,Finance,Bank Charges & FX — Solar Connect Ltd,71106.28,0.0,KES,71106.28
JNL/01308,2024-08-30,GCL,50000001,Revenue — Domestic Sales,Revenue,Domestic sales — ClimateBridge AG,0.0,4164988.17,KES,4164988.17
JNL/01356,2024-09-04,GCL,70000006,Professional Fees,Admin,Professional Fees — Unity Bank,121582.45,0.0,KES,121582.45
JNL/01355,2024-09-09,GCL,70000004,Repairs & Maintenance,Maintenance,Repairs & Maintenance — Unity Bank,128096.35,0.0,KES,128096.35
JNL/01353,2024-09-10,GCL,70000002,Rent & Utilities,Facilities,Rent & Utilities — Unity Bank,186222.15,0.0,KES,186222.15
JNL/01350,2024-09-16,GCL,60000002,COGS — Processing Labour,COGS,COGS — Processing Labour — 09/2024,444011.34,0.0,KES,444011.34
JNL/01359,2024-09-16,GCL,70000009,Insurance,Admin,Insurance — Frontier Legal,71754.92,0.0,KES,71754.92
JNL/01351,2024-09-20,GCL,60000003,COGS — Packaging,COGS,COGS — Packaging — 09/2024,267603.91,0.0,KES,267603.91
JNL/01352,2024-09-20,GCL,70000001,Salaries & Wages,Payroll,Salaries & Wages — Solar Connect Ltd,541650.76,0.0,KES,541650.76
JNL/01354,2024-09-23,GCL,70000003,Logistics & Transport,Logistics,Logistics & Transport — Frontier Legal,296699.44,0.0,KES,296699.44
JNL/01357,2024-09-24,GCL,70000007,Bank Charges & FX,Finance,Bank Charges & FX — EcoMap Consultants,66437.53,0.0,KES,66437.53
JNL/01347,2024-09-26,GCL,50000001,Revenue — Domestic Sales,Revenue,Domestic sales — ClimateBridge AG,0.0,3184940.56,KES,3184940.56
JNL/01348,2024-09-27,GCL,50000003,Revenue — Carbon Credits,Revenue,Export/carbon revenue — Green Invest Fund,0.0,2267422.61,KES,2267422.61
JNL/01349,2024-09-30,GCL,60000001,COGS — Raw Materials,COGS,COGS — Raw Materials — 09/2024,1011544.73,0.0,KES,1011544.73
JNL/01358,2024-09-30,GCL,70000008,Depreciation,Depreciation,Depreciation — Unity Bank,117645.35,0.0,KES,117645.35
JNL/01395,2024-10-08,GCL,70000003,Logistics & Transport,Logistics,Logistics & Transport — Solar Connect Ltd,309208.42,0.0,KES,309208.42
JNL/01397,2024-10-11,GCL,70000006,Professional Fees,Admin,Professional Fees — Solar Connect Ltd,109651.16,0.0,KES,109651.16
JNL/01390,2024-10-15,GCL,60000001,COGS — Raw Materials,COGS,COGS — Raw Materials — 10/2024,912744.33,0.0,KES,912744.33
JNL/01391,2024-10-21,GCL,60000002,COGS — Processing Labour,COGS,COGS — Processing Labour — 10/2024,386220.75,0.0,KES,386220.75
JNL/01396,2024-10-22,GCL,70000004,Repairs & Maintenance,Maintenance,Repairs & Maintenance — Unity Bank,143068.32,0.0,KES,143068.32
JNL/01393,2024-10-23,GCL,70000001,Salaries & Wages,Payroll,Salaries & Wages — Unity Bank,560931.98,0.0,KES,560931.98
JNL/01399,2024-10-23,GCL,70000008,Depreciation,Depreciation,Depreciation — EcoMap Consultants,136491.41,0.0,KES,136491.41
JNL/01388,2024-10-24,GCL,50000001,Revenue — Domestic Sales,Revenue,Domestic sales — ClimateBridge AG,0.0,2969125.3,KES,2969125.3
JNL/01394,2024-10-24,GCL,70000002,Rent & Utilities,Facilities,Rent & Utilities — Solar Connect Ltd,203548.33,0.0,KES,203548.33
JNL/01389,2024-10-28,GCL,50000003,Revenue — Carbon Credits,Revenue,Export/carbon revenue — Green Invest Fund,0.0,2093939.1,KES,2093939.1
JNL/01392,2024-10-28,GCL,60000003,COGS — Packaging,COGS,COGS — Packaging — 10/2024,204700.67,0.0,KES,204700.67
JNL/01398,2024-10-29,GCL,70000007,Bank Charges & FX,Finance,Bank Charges & FX — SurveyTech Africa,62034.2,0.0,KES,62034.2
JNL/01400,2024-10-29,GCL,70000009,Insurance,Admin,Insurance — Solar Connect Ltd,76943.43,0.0,KES,76943.43
JNL/01436,2024-11-07,GCL,70000006,Professional Fees,Admin,Professional Fees — Solar Connect Ltd,102403.62,0.0,KES,102403.62
JNL/01435,2024-11-08,GCL,70000004,Repairs & Maintenance,Maintenance,Repairs & Maintenance — Unity Bank,116236.3,0.0,KES,116236.3
JNL/01428,2024-11-12,GCL,50000003,Revenue — Carbon Credits,Revenue,Export/carbon revenue — Green Invest Fund,0.0,1385302.22,KES,1385302.22
JNL/01430,2024-11-12,GCL,60000002,COGS — Processing Labour,COGS,COGS — Processing Labour — 11/2024,257418.46,0.0,KES,257418.46
JNL/01431,2024-11-13,GCL,60000003,COGS — Packaging,COGS,COGS — Packaging — 11/2024,174854.06,0.0,KES,174854.06
JNL/01433,2024-11-19,GCL,70000002,Rent & Utilities,Facilities,Rent & Utilities — GreenSeed Nurseries,209865.41,0.0,KES,209865.41
JNL/01434,2024-11-19,GCL,70000003,Logistics & Transport,Logistics,Logistics & Transport — EcoMap Consultants,277695.25,0.0,KES,277695.25
JNL/01438,2024-11-19,GCL,70000008,Depreciation,Depreciation,Depreciation — GreenSeed Nurseries,131631.66,0.0,KES,131631.66
JNL/01429,2024-11-22,GCL,60000001,COGS — Raw Materials,COGS,COGS — Raw Materials — 11/2024,690274.4,0.0,KES,690274.4
JNL/01432,2024-11-22,GCL,70000001,Salaries & Wages,Payroll,Salaries & Wages — Solar Connect Ltd,599468.13,0.0,KES,599468.13
JNL/01437,2024-11-26,GCL,70000007,Bank Charges & FX,Finance,Bank Charges & FX — Frontier Legal,68016.8,0.0,KES,68016.8
JNL/01439,2024-11-27,GCL,70000009,Insurance,Admin,Insurance — Frontier Legal,72341.56,0.0,KES,72341.56
JNL/01427,2024-11-28,GCL,50000001,Revenue — Domestic Sales,Revenue,Domestic sales — ClimateBridge AG,0.0,2464147.25,KES,2464147.25
JNL/01473,2024-12-05,GCL,70000001,Salaries & Wages,Payroll,Salaries & Wages — Frontier Legal,576731.11,0.0,KES,576731.11
JNL/01471,2024-12-09,GCL,60000002,COGS — Processing Labour,COGS,COGS — Processing Labour — 12/2024,319945.37,0.0,KES,319945.37
JNL/01479,2024-12-10,GCL,70000008,Depreciation,Depreciation,Depreciation — Unity Bank,113965.87,0.0,KES,113965.87
JNL/01469,2024-12-12,GCL,50000003,Revenue — Carbon Credits,Revenue,Export/carbon revenue — Green Invest Fund,0.0,1626701.98,KES,1626701.98
JNL/01474,2024-12-13,GCL,70000002,Rent & Utilities,Facilities,Rent & Utilities — SurveyTech Africa,208985.05,0.0,KES,208985.05
JNL/01476,2024-12-13,GCL,70000004,Repairs & Maintenance,Maintenance,Repairs & Maintenance — GreenSeed Nurseries,142230.2,0.0,KES,142230.2
JNL/01470,2024-12-17,GCL,60000001,COGS — Raw Materials,COGS,COGS — Raw Materials — 12/2024,705029.88,0.0,KES,705029.88
JNL/01478,2024-12-18,GCL,70000007,Bank Charges & FX,Finance,Bank Charges & FX — Solar Connect Ltd,71217.34,0.0,KES,71217.34
JNL/01468,2024-12-20,GCL,50000001,Revenue — Domestic Sales,Revenue,Domestic sales — ClimateBridge AG,0.0,2386507.33,KES,2386507.33
JNL/01475,2024-12-26,GCL,70000003,Logistics & Transport,Logistics,Logistics & Transport — GreenSeed Nurseries,268894.94,0.0,KES,268894.94
JNL/01480,2024-12-26,GCL,70000009,Insurance,Admin,Insurance — GreenSeed Nurseries,87509.95,0.0,KES,87509.95
JNL/01472,2024-12-27,GCL,60000003,COGS — Packaging,COGS,COGS — Packaging — 12/2024,167610.63,0.0,KES,167610.63
JNL/01477,2024-12-31,GCL,70000006,Professional Fees,Admin,Professional Fees — Frontier Legal,98886.71,0.0,KES,98886.71
JNL/01510,2025-01-03,GCL,60000002,COGS — Processing Labour,COGS,COGS — Processing Labour — 01/2025,154844.76,0.0,KES,154844.76
JNL/01517,2025-01-08,GCL,70000007,Bank Charges & FX,Finance,Bank Charges & FX — EcoMap Consultants,65742.06,0.0,KES,65742.06
JNL/01518,2025-01-09,GCL,70000008,Depreciation,Depreciation,Depreciation — Solar Connect Ltd,125488.43,0.0,KES,125488.43
JNL/01509,2025-01-10,GCL,60000001,COGS — Raw Materials,COGS,COGS — Raw Materials — 01/2025,329801.46,0.0,KES,329801.46
JNL/01512,2025-01-10,GCL,70000001,Salaries & Wages,Payroll,Salaries & Wages — Solar Connect Ltd,558769.06,0.0,KES,558769.06
JNL/01507,2025-01-13,GCL,50000001,Revenue — Domestic Sales,Revenue,Domestic sales — ClimateBridge AG,0.0,1206787.75,KES,1206787.75
JNL/01511,2025-01-13,GCL,60000003,COGS — Packaging,COGS,COGS — Packaging — 01/2025,90230.59,0.0,KES,90230.59
JNL/01519,2025-01-13,GCL,70000009,Insurance,Admin,Insurance — EcoMap Consultants,88308.39,0.0,KES,88308.39
JNL/01508,2025-01-15,GCL,50000003,Revenue — Carbon Credits,Revenue,Export/carbon revenue — Green Invest Fund,0.0,774653.28,KES,774653.28
JNL/01515,2025-01-15,GCL,70000004,Repairs & Maintenance,Maintenance,Repairs & Maintenance — Solar Connect Ltd,141817.85,0.0,KES,141817.85
JNL/01516,2025-01-22,GCL,70000006,Professional Fees,Admin,Professional Fees — GreenSeed Nurseries,118067.34,0.0,KES,118067.34
JNL/01513,2025-01-27,GCL,70000002,Rent & Utilities,Facilities,Rent & Utilities — Solar Connect Ltd,210935.52,0.0,KES,210935.52
JNL/01514,2025-01-30,GCL,70000003,Logistics & Transport,Logistics,Logistics & Transport — Frontier Legal,310293.77,0.0,KES,310293.77
JNL/01549,2025-02-06,GCL,50000003,Revenue — Carbon Credits,Revenue,Export/carbon revenue — Green Invest Fund,0.0,787570.11,KES,787570.11
JNL/01556,2025-02-06,GCL,70000004,Repairs & Maintenance,Maintenance,Repairs & Maintenance — EcoMap Consultants,128623.85,0.0,KES,128623.85
JNL/01551,2025-02-10,GCL,60000002,COGS — Processing Labour,COGS,COGS — Processing Labour — 02/2025,149933.98,0.0,KES,149933.98
JNL/01552,2025-02-11,GCL,60000003,COGS — Packaging,COGS,COGS — Packaging — 02/2025,88849.51,0.0,KES,88849.51
JNL/01557,2025-02-14,GCL,70000006,Professional Fees,Admin,Professional Fees — SurveyTech Africa,119319.92,0.0,KES,119319.92
JNL/01559,2025-02-14,GCL,70000008,Depreciation,Depreciation,Depreciation — SurveyTech Africa,138819.02,0.0,KES,138819.02
JNL/01548,2025-02-17,GCL,50000001,Revenue — Domestic Sales,Revenue,Domestic sales — ClimateBridge AG,0.0,1277536.03,KES,1277536.03
JNL/01558,2025-02-18,GCL,70000007,Bank Charges & FX,Finance,Bank Charges & FX — SurveyTech Africa,64309.71,0.0,KES,64309.71
JNL/01553,2025-02-24,GCL,70000001,Salaries & Wages,Payroll,Salaries & Wages — SurveyTech Africa,587303.1,0.0,KES,587303.1
JNL/01550,2025-02-26,GCL,60000001,COGS — Raw Materials,COGS,COGS — Raw Materials — 02/2025,323092.55,0.0,KES,323092.55
JNL/01560,2025-02-26,GCL,70000009,Insurance,Admin,Insurance — GreenSeed Nurseries,80996.61,0.0,KES,80996.61
JNL/01554,2025-02-27,GCL,70000002,Rent & Utilities,Facilities,Rent & Utilities — EcoMap Consultants,174192.73,0.0,KES,174192.73
JNL/01555,2025-02-28,GCL,70000003,Logistics & Transport,Logistics,Logistics & Transport — Frontier Legal,299859.14,0.0,KES,299859.14
JNL/01599,2025-03-05,GCL,70000009,Insurance,Admin,Insurance — Unity Bank,82704.8,0.0,KES,82704.8
JNL/01596,2025-03-06,GCL,70000006,Professional Fees,Admin,Professional Fees — Unity Bank,102001.87,0.0,KES,102001.87
JNL/01587,2025-03-12,GCL,50000001,Revenue — Domestic Sales,Revenue,Domestic sales — ClimateBridge AG,0.0,1627739.11,KES,1627739.11
JNL/01598,2025-03-13,GCL,70000008,Depreciation,Depreciation,Depreciation — SurveyTech Africa,116904.77,0.0,KES,116904.77
JNL/01593,2025-03-14,GCL,70000002,Rent & Utilities,Facilities,Rent & Utilities — Solar Connect Ltd,180025.91,0.0,KES,180025.91
JNL/01589,2025-03-19,GCL,60000001,COGS — Raw Materials,COGS,COGS — Raw Materials — 03/2025,578123.73,0.0,KES,578123.73
JNL/01590,2025-03-21,GCL,60000002,COGS — Processing Labour,COGS,COGS — Processing Labour — 03/2025,215617.32,0.0,KES,215617.32
JNL/01591,2025-03-21,GCL,60000003,COGS — Packaging,COGS,COGS — Packaging — 03/2025,124273.49,0.0,KES,124273.49
JNL/01588,2025-03-25,GCL,50000003,Revenue — Carbon Credits,Revenue,Export/carbon revenue — Green Invest Fund,0.0,1140701.85,KES,1140701.85
JNL/01592,2025-03-27,GCL,70000001,Salaries & Wages,Payroll,Salaries & Wages — EcoMap Consultants,627465.85,0.0,KES,627465.85
JNL/01594,2025-03-28,GCL,70000003,Logistics & Transport,Logistics,Logistics & Transport — Frontier Legal,258683.67,0.0,KES,258683.67
JNL/01595,2025-03-28,GCL,70000004,Repairs & Maintenance,Maintenance,Repairs & Maintenance — GreenSeed Nurseries,116599.19,0.0,KES,116599.19
JNL/01597,2025-03-31,GCL,70000007,Bank Charges & FX,Finance,Bank Charges & FX — SurveyTech Africa,58653.23,0.0,KES,58653.23
JNL/01639,2025-04-03,GCL,70000008,Depreciation,Depreciation,Depreciation — GreenSeed Nurseries,134554.1,0.0,KES,134554.1
JNL/01628,2025-04-04,GCL,50000001,Revenue — Domestic Sales,Revenue,Domestic sales — ClimateBridge AG,0.0,2441277.68,KES,2441277.68
JNL/01632,2025-04-11,GCL,60000003,COGS — Packaging,COGS,COGS — Packaging — 04/2025,172158.14,0.0,KES,172158.14
JNL/01638,2025-04-11,GCL,70000007,Bank Charges & FX,Finance,Bank Charges & FX — Frontier Legal,60197.43,0.0,KES,60197.43
JNL/01630,2025-04-14,GCL,60000001,COGS — Raw Materials,COGS,COGS — Raw Materials — 04/2025,642984.54,0.0,KES,642984.54
JNL/01637,2025-04-15,GCL,70000006,Professional Fees,Admin,Professional Fees — Unity Bank,99546.04,0.0,KES,99546.04
JNL/01631,2025-04-17,GCL,60000002,COGS — Processing Labour,COGS,COGS — Processing Labour — 04/2025,279047.03,0.0,KES,279047.03
JNL/01636,2025-04-18,GCL,70000004,Repairs & Maintenance,Maintenance,Repairs & Maintenance — GreenSeed Nurseries,135602.31,0.0,KES,135602.31
JNL/01629,2025-04-21,GCL,50000003,Revenue — Carbon Credits,Revenue,Export/carbon revenue — Green Invest Fund,0.0,1419701.83,KES,1419701.83
JNL/01634,2025-04-21,GCL,70000002,Rent & Utilities,Facilities,Rent & Utilities — Solar Connect Ltd,185959.54,0.0,KES,185959.54
JNL/01633,2025-04-24,GCL,70000001,Salaries & Wages,Payroll,Salaries & Wages — Frontier Legal,625255.74,0.0,KES,625255.74
JNL/01635,2025-04-28,GCL,70000003,Logistics & Transport,Logistics,Logistics & Transport — GreenSeed Nurseries,285410.4,0.0,KES,285410.4
JNL/01640,2025-04-30,GCL,70000009,Insurance,Admin,Insurance — SurveyTech Africa,87587.97,0.0,KES,87587.97
JNL/01668,2025-05-01,GCL,50000003,Revenue — Carbon Credits,Revenue,Export/carbon revenue — Green Invest Fund,0.0,1952614.64,KES,1952614.64
JNL/01672,2025-05-02,GCL,70000001,Salaries & Wages,Payroll,Salaries & Wages — Solar Connect Ltd,569656.13,0.0,KES,569656.13
JNL/01676,2025-05-02,GCL,70000006,Professional Fees,Admin,Professional Fees — Solar Connect Ltd,102879.12,0.0,KES,102879.12
JNL/01678,2025-05-07,GCL,70000008,Depreciation,Depreciation,Depreciation — Frontier Legal,121398.12,0.0,KES,121398.12
JNL/01677,2025-05-13,GCL,70000007,Bank Charges & FX,Finance,Bank Charges & FX — SurveyTech Africa,59185.67,0.0,KES,59185.67
JNL/01671,2025-05-21,GCL,60000003,COGS — Packaging,COGS,COGS — Packaging — 05/2025,221483.37,0.0,KES,221483.37
JNL/01679,2025-05-21,GCL,70000009,Insurance,Admin,Insurance — EcoMap Consultants,73728.77,0.0,KES,73728.77
JNL/01667,2025-05-23,GCL,50000001,Revenue — Domestic Sales,Revenue,Domestic sales — ClimateBridge AG,0.0,2980858.0,KES,2980858.0
JNL/01673,2025-05-23,GCL,70000002,Rent & Utilities,Facilities,Rent & Utilities — SurveyTech Africa,173650.14,0.0,KES,173650.14
JNL/01670,2025-05-26,GCL,60000002,COGS — Processing Labour,COGS,COGS — Processing Labour — 05/2025,402034.92,0.0,KES,402034.92
JNL/01674,2025-05-28,GCL,70000003,Logistics & Transport,Logistics,Logistics & Transport — EcoMap Consultants,264005.62,0.0,KES,264005.62
JNL/01675,2025-05-29,GCL,70000004,Repairs & Maintenance,Maintenance,Repairs & Maintenance — Solar Connect Ltd,120195.82,0.0,KES,120195.82
JNL/01669,2025-05-30,GCL,60000001,COGS — Raw Materials,COGS,COGS — Raw Materials — 05/2025,834160.22,0.0,KES,834160.22
JNL/01712,2025-06-06,GCL,60000003,COGS — Packaging,COGS,COGS — Packaging — 06/2025,249035.48,0.0,KES,249035.48
JNL/01718,2025-06-11,GCL,70000007,Bank Charges & FX,Finance,Bank Charges & FX — SurveyTech Africa,60231.28,0.0,KES,60231.28
JNL/01708,2025-06-13,GCL,50000001,Revenue — Domestic Sales,Revenue,Domestic sales — ClimateBridge AG,0.0,3169314.61,KES,3169314.61
JNL/01717,2025-06-16,GCL,70000006,Professional Fees,Admin,Professional Fees — Solar Connect Ltd,120329.43,0.0,KES,120329.43
JNL/01714,2025-06-17,GCL,70000002,Rent & Utilities,Facilities,Rent & Utilities — Solar Connect Ltd,171880.32,0.0,KES,171880.32
JNL/01716,2025-06-18,GCL,70000004,Repairs & Maintenance,Maintenance,Repairs & Maintenance — Frontier Legal,122542.71,0.0,KES,122542.71
JNL/01719,2025-06-18,GCL,70000008,Depreciation,Depreciation,Depreciation — Frontier Legal,133575.76,0.0,KES,133575.76
JNL/01720,2025-06-19,GCL,70000009,Insurance,Admin,Insurance — SurveyTech Africa,84996.37,0.0,KES,84996.37
JNL/01711,2025-06-23,GCL,60000002,COGS — Processing Labour,COGS,COGS — Processing Labour — 06/2025,385533.06,0.0,KES,385533.06
JNL/01713,2025-06-25,GCL,70000001,Salaries & Wages,Payroll,Salaries & Wages — Solar Connect Ltd,554653.79,0.0,KES,554653.79
JNL/01715,2025-06-25,GCL,70000003,Logistics & Transport,Logistics,Logistics & Transport — EcoMap Consultants,321866.05,0.0,KES,321866.05
JNL/01709,2025-06-26,GCL,50000003,Revenue — Carbon Credits,Revenue,Export/carbon revenue — Green Invest Fund,0.0,2293571.23,KES,2293571.23
JNL/01710,2025-06-26,GCL,60000001,COGS — Raw Materials,COGS,COGS — Raw Materials — 06/2025,1044909.29,0.0,KES,1044909.29
JNL/01759,2025-07-01,GCL,70000009,Insurance,Admin,Insurance — EcoMap Consultants,82385.37,0.0,KES,82385.37
JNL/01748,2025-07-02,GCL,50000003,Revenue — Carbon Credits,Revenue,Export/carbon revenue — Green Invest Fund,0.0,2648734.71,KES,2648734.71
JNL/01750,2025-07-03,GCL,60000002,COGS — Processing Labour,COGS,COGS — Processing Labour — 07/2025,499485.75,0.0,KES,499485.75
JNL/01754,2025-07-03,GCL,70000003,Logistics & Transport,Logistics,Logistics & Transport — Unity Bank,269490.54,0.0,KES,269490.54
JNL/01755,2025-07-04,GCL,70000004,Repairs & Maintenance,Maintenance,Repairs & Maintenance — Solar Connect Ltd,140274.93,0.0,KES,140274.93
JNL/01751,2025-07-10,GCL,60000003,COGS — Packaging,COGS,COGS — Packaging — 07/2025,287984.8,0.0,KES,287984.8
JNL/01753,2025-07-10,GCL,70000002,Rent & Utilities,Facilities,Rent & Utilities — EcoMap Consultants,192125.36,0.0,KES,192125.36
JNL/01757,2025-07-21,GCL,70000007,Bank Charges & FX,Finance,Bank Charges & FX — GreenSeed Nurseries,64668.97,0.0,KES,64668.97
JNL/01747,2025-07-24,GCL,50000001,Revenue — Domestic Sales,Revenue,Domestic sales — ClimateBridge AG,0.0,4338366.95,KES,4338366.95
JNL/01749,2025-07-28,GCL,60000001,COGS — Raw Materials,COGS,COGS — Raw Materials — 07/2025,1173876.48,0.0,KES,1173876.48
JNL/01752,2025-07-30,GCL,70000001,Salaries & Wages,Payroll,Salaries & Wages — Unity Bank,644131.16,0.0,KES,644131.16
JNL/01756,2025-07-31,GCL,70000006,Professional Fees,Admin,Professional Fees — Unity Bank,108879.0,0.0,KES,108879.0
JNL/01758,2025-07-31,GCL,70000008,Depreciation,Depreciation,Depreciation — SurveyTech Africa,140486.82,0.0,KES,140486.82
JNL/01799,2025-08-01,GCL,70000008,Depreciation,Depreciation,Depreciation — EcoMap Consultants,126832.82,0.0,KES,126832.82
JNL/01800,2025-08-04,GCL,70000009,Insurance,Admin,Insurance — Frontier Legal,88587.84,0.0,KES,88587.84
JNL/01793,2025-08-06,GCL,70000001,Salaries & Wages,Payroll,Salaries & Wages — Solar Connect Ltd,571782.52,0.0,KES,571782.52
JNL/01791,2025-08-11,GCL,60000002,COGS — Processing Labour,COGS,COGS — Processing Labour — 08/2025,527460.0,0.0,KES,527460.0
JNL/01788,2025-08-13,GCL,50000001,Revenue — Domestic Sales,Revenue,Domestic sales — ClimateBridge AG,0.0,4247069.37,KES,4247069.37
JNL/01790,2025-08-14,GCL,60000001,COGS — Raw Materials,COGS,COGS — Raw Materials — 08/2025,1250575.72,0.0,KES,1250575.72
JNL/01796,2025-08-14,GCL,70000004,Repairs & Maintenance,Maintenance,Repairs & Maintenance — Frontier Legal,140547.6,0.0,KES,140547.6
JNL/01797,2025-08-14,GCL,70000006,Professional Fees,Admin,Professional Fees — Unity Bank,114241.57,0.0,KES,114241.57
JNL/01795,2025-08-18,GCL,70000003,Logistics & Transport,Logistics,Logistics & Transport — Frontier Legal,265992.03,0.0,KES,265992.03
JNL/01792,2025-08-19,GCL,60000003,COGS — Packaging,COGS,COGS — Packaging — 08/2025,305500.77,0.0,KES,305500.77
JNL/01794,2025-08-19,GCL,70000002,Rent & Utilities,Facilities,Rent & Utilities — SurveyTech Africa,184889.67,0.0,KES,184889.67
JNL/01798,2025-08-19,GCL,70000007,Bank Charges & FX,Finance,Bank Charges & FX — GreenSeed Nurseries,62477.08,0.0,KES,62477.08
