bill_ref,bill_date,entity,vendor,expense_category,account_code,account_name,amount_kes,currency,status
BILL/AQL/08453,2025-10-08,AQL,Harbour Finance,Admin,70000006,Professional Fees,207533.12,KES,Paid
BILL/AQL/08454,2025-10-15,AQL,EastAfrica Power,Admin,70000009,Insurance,141225.09,KES,Outstanding
BILL/AQL/08455,2025-10-15,AQL,ColdChain Express,Admin,70000010,Sundry Expenses,113567.39,KES,Outstanding
BILL/GCL/08456,2025-10-01,GCL,GreenSeed Nurseries,Payroll,70000001,Salaries & Wages,636544.6,KES,Paid
BILL/GCL/08457,2025-10-09,GCL,EcoMap Consultants,Facilities,70000002,Rent & Utilities,169108.3,KES,Paid
BILL/GCL/08458,2025-10-08,GCL,Frontier Legal,Logistics,70000003,Logistics & Transport,296266.02,KES,Paid
BILL/GCL/08459,2025-10-07,GCL,GreenSeed Nurseries,Maintenance,70000004,Repairs & Maintenance,123560.75,KES,Outstanding
BILL/GCL/08460,2025-10-29,GCL,Solar Connect Ltd,Admin,70000006,Professional Fees,119908.02,KES,Paid
BILL/GCL/08461,2025-10-20,GCL,Solar Connect Ltd,Admin,70000009,Insurance,72185.42,KES,Paid
BILL/GCL/08462,2025-10-01,GCL,Solar Connect Ltd,Admin,70000010,Sundry Expenses,65354.79,KES,Paid
BILL/SHL/08463,2025-11-11,SHL,Nairobi Legal Partners,Payroll,70000001,Salaries & Wages,1437405.96,KES,Outstanding
BILL/SHL/08464,2025-11-03,SHL,Beekeeper Co-op Central,Facilities,70000002,Rent & Utilities,471576.11,KES,Paid
BILL/SHL/08465,2025-11-11,SHL,Nairobi Legal Partners,Logistics,70000003,Logistics & Transport,612566.37,KES,Paid
BILL/SHL/08466,2025-11-03,SHL,ClearBank Ltd,Maintenance,70000004,Repairs & Maintenance,309835.62,KES,Outstanding
BILL/SHL/08467,2025-11-12,SHL,ClearBank Ltd,Admin,70000006,Professional Fees,269925.18,KES,Paid
BILL/SHL/08468,2025-11-18,SHL,ClearBank Ltd,Admin,70000009,Insurance,192766.1,KES,Paid
BILL/SHL/08469,2025-11-06,SHL,TransRoute Logistics,Admin,70000010,Sundry Expenses,155775.23,KES,Paid
BILL/AQL/08470,2025-11-27,AQL,Meridian Accountants,Payroll,70000001,Salaries & Wages,1148672.24,KES,Paid
BILL/AQL/08471,2025-11-05,AQL,ColdChain Express,Facilities,70000002,Rent & Utilities,373472.68,KES,Paid
BILL/AQL/08472,2025-11-14,AQL,LakeView Processing,Logistics,70000003,Logistics & Transport,493163.14,KES,Paid
BILL/AQL/08473,2025-11-25,AQL,Harbour Finance,Maintenance,70000004,Repairs & Maintenance,250098.75,KES,Outstanding
BILL/AQL/08474,2025-11-17,AQL,Meridian Accountants,Admin,70000006,Professional Fees,202915.02,KES,Paid
BILL/AQL/08475,2025-11-07,AQL,Harbour Finance,Admin,70000009,Insurance,130281.63,KES,Paid
BILL/AQL/08476,2025-11-18,AQL,EastAfrica Power,Admin,70000010,Sundry Expenses,103710.06,KES,Paid
BILL/GCL/08477,2025-11-19,GCL,SurveyTech Africa,Payroll,70000001,Salaries & Wages,583812.06,KES,Paid
BILL/GCL/08478,2025-11-12,GCL,SurveyTech Africa,Facilities,70000002,Rent & Utilities,205128.05,KES,Outstanding
BILL/GCL/08479,2025-11-11,GCL,SurveyTech Africa,Logistics,70000003,Logistics & Transport,302354.91,KES,Outstanding
BILL/GCL/08480,2025-11-27,GCL,GreenSeed Nurseries,Maintenance,70000004,Repairs & Maintenance,136866.25,KES,Outstanding
BILL/GCL/08481,2025-11-06,GCL,SurveyTech Africa,Admin,70000006,Professional Fees,112464.19,KES,Paid
BILL/GCL/08482,2025-11-04,GCL,Unity Bank,Admin,70000009,Insurance,78851.82,KES,Paid
BILL/GCL/08483,2025-11-13,GCL,Unity Bank,Admin,70000010,Sundry Expenses,58584.87,KES,Outstanding
BILL/SHL/08484,2025-12-02,SHL,Nairobi Legal Partners,Payroll,70000001,Salaries & Wages,1384458.48,KES,Outstanding
BILL/SHL/08485,2025-12-30,SHL,Apex Packaging Co,Facilities,70000002,Rent & Utilities,448779.08,KES,Paid
BILL/SHL/08486,2025-12-01,SHL,ClearBank Ltd,Logistics,70000003,Logistics & Transport,616464.65,KES,Paid
BILL/SHL/08487,2025-12-04,SHL,ClearBank Ltd,Maintenance,70000004,Repairs & Maintenance,283615.85,KES,Paid
BILL/SHL/08488,2025-12-17,SHL,SunPower Utilities,Admin,70000006,Professional Fees,272270.7,KES,Paid
BILL/SHL/08489,2025-12-11,SHL,Nairobi Legal Partners,Admin,70000009,Insurance,200746.24,KES,Paid
BILL/SHL/08490,2025-12-05,SHL,ClearBank Ltd,Admin,70000010,Sundry Expenses,170179.72,KES,Paid
BILL/AQL/08491,2025-12-30,AQL,Harbour Finance,Payroll,70000001,Salaries & Wages,1216549.81,KES,Outstanding
BILL/AQL/08492,2025-12-12,AQL,AquaFeed Suppliers,Facilities,70000002,Rent & Utilities,359907.05,KES,Paid
BILL/AQL/08493,2025-12-04,AQL,Harbour Finance,Logistics,70000003,Logistics & Transport,512133.96,KES,Outstanding
BILL/AQL/08494,2025-12-11,AQL,Meridian Accountants,Maintenance,70000004,Repairs & Maintenance,239582.36,KES,Outstanding
BILL/AQL/08495,2025-12-31,AQL,Meridian Accountants,Admin,70000006,Professional Fees,216916.95,KES,Paid
BILL/AQL/08496,2025-12-04,AQL,EastAfrica Power,Admin,70000009,Insurance,131718.1,KES,Outstanding
BILL/AQL/08497,2025-12-26,AQL,Harbour Finance,Admin,70000010,Sundry Expenses,113491.75,KES,Paid
BILL/GCL/08498,2025-12-04,GCL,EcoMap Consultants,Payroll,70000001,Salaries & Wages,657583.95,KES,Paid
BILL/GCL/08499,2025-12-09,GCL,Solar Connect Ltd,Facilities,70000002,Rent & Utilities,186647.02,KES,Outstanding
BILL/GCL/08500,2025-12-11,GCL,SurveyTech Africa,Logistics,70000003,Logistics & Transport,292967.81,KES,Outstanding
BILL/GCL/08501,2025-12-16,GCL,SurveyTech Africa,Maintenance,70000004,Repairs & Maintenance,130696.27,KES,Outstanding
BILL/GCL/08502,2025-12-12,GCL,Solar Connect Ltd,Admin,70000006,Professional Fees,103518.72,KES,Paid
BILL/GCL/08503,2025-12-24,GCL,GreenSeed Nurseries,Admin,70000009,Insurance,77354.92,KES,Paid
BILL/GCL/08504,2025-12-31,GCL,SurveyTech Africa,Admin,70000010,Sundry Expenses,61458.09,KES,Paid
